City,Customer Name,Customer Segment,Grouping Based on Unit Price,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Troutdale,Valerie Takahito,Consumer,A,5/4/2012,39652,Low,Office Supplies,Small Box,Avery 504,Labels,West,5593,5/6/2012,Regular Air,Oregon,97060,0.03,5,0.36,1.17,14.61,0.5,2.88
Tacoma,Christopher Conant,Consumer,A,1/3/2011,9221,Low,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,West,1268,1/7/2011,Regular Air,Washington,98408,0.04,25,0.38,326.4,1527.42,19.99,60.98
Temecula,Ed Braxton,Consumer,A,2/7/2009,23808,Low,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,3329,2/14/2009,Regular Air,California,92592,0.04,30,0.37,108,630.14,8.68,19.98
Sacramento,Jay Fine,Consumer,A,10/16/2012,56740,Low,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,West,7941,10/18/2012,Regular Air,California,95823,0.05,6,0.37,-6.8195,34.29,2.99,5.28
Louisville,Anthony O'Donnell,Consumer,A,9/22/2012,37158,Low,Office Supplies,Small Box,Xerox 210,Paper,West,5222,9/27/2012,Regular Air,Colorado,80027,0.05,25,0.37,-85.11,172.04,7.37,6.48
Roswell,Pauline Webber,Consumer,A,1/28/2011,26529,Low,Office Supplies,Small Box,Staples 1 Part Blank Computer Paper,Paper,West,3714,2/1/2011,Regular Air,New Mexico,88201,0.05,17,0.36,-81.61,201.72,11.25,11.34
Klamath Falls,Jenna Caffey,Consumer,A,3/7/2012,59586,Low,Office Supplies,Small Box,Xerox 195,Paper,West,8338,3/11/2012,Regular Air,Oregon,97601,0.05,25,0.37,-43.17,167.23,5.41,6.68
Bremerton,Raymond Book,Consumer,A,7/12/2011,35366,Low,Office Supplies,Small Box,Xerox 209,Paper,West,4974,7/19/2011,Regular Air,Washington,98310,0.06,23,0.37,-98.42,149.31,7.81,6.48
Bellevue,Raymond Book,Consumer,A,8/7/2010,9985,Low,Office Supplies,Small Box,Xerox 1977,Paper,West,1379,8/7/2010,Regular Air,Washington,98006,0.08,12,0.37,-23.52,81.9,5.2,6.68
Covington,Sarah Brown,Consumer,A,12/4/2012,13031,Low,Office Supplies,Small Box,Xerox 210,Paper,West,1818,12/9/2012,Regular Air,Washington,98042,0.08,34,0.37,-135,210.06,7.37,6.48
Henderson,Carl Weiss,Consumer,A,7/24/2011,56420,Low,Office Supplies,Small Box,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,West,7887,7/28/2011,Regular Air,Nevada,89015,0.09,16,0.56,108.3,597.44,4.5,38.06
Woodburn,Rick Wilson,Consumer,A,7/31/2009,29187,Low,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,West,4095,8/4/2009,Regular Air,Oregon,97071,0.09,8,0.37,-37.789,21.93,6.05,2.16
Kirkland,Stephanie Phelps,Consumer,A,4/7/2010,11943,Low,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,West,1657,4/14/2010,Regular Air,Washington,98034,0.09,49,0.38,7.3525,657.94,7.17,14.45
Puyallup,Yoseph Carroll,Consumer,A,9/17/2010,23842,Low,Office Supplies,Small Box,Xerox 1898,Paper,West,3333,9/24/2010,Regular Air,Washington,98373,0.1,20,0.37,-74.03,127.16,6.92,6.68
Woodburn,Rick Wilson,Consumer,A,7/31/2009,29187,Low,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",West,4098,8/4/2009,Regular Air,Oregon,97071,0.03,42,0.57,51.17,477.53,3.37,10.98
Redmond,Adrian Shami,Consumer,A,2/26/2012,53026,Low,Office Supplies,Small Pack,Acme® Forged Steel Scissors with Black Enamel Handles,"Scissors, Rulers and Trimmers",West,7438,3/3/2012,Regular Air,Washington,98052,0.05,35,0.56,-17.58,322.82,3.98,9.31
Boise,Pauline Webber,Consumer,A,6/8/2009,54342,Low,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,West,7595,6/8/2009,Regular Air,Idaho,83704,0.02,2,0.52,-5.65,10.48,0.71,4.84
Lacey,Stephanie Phelps,Consumer,A,7/14/2009,41189,Low,Office Supplies,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,West,5811,7/19/2009,Regular Air,Washington,98503,0.03,30,0.36,66.28,189.04,1.34,6.45
Coos Bay,Trudy Bell,Consumer,A,8/5/2011,38787,Low,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,West,5460,8/5/2011,Regular Air,Oregon,97420,0.05,22,0.56,-77.93,79.04,5,3.28
Kennewick,Shui Tom,Consumer,A,5/17/2010,50594,Low,Office Supplies,Wrap Bag,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Pens & Art Supplies,West,7090,5/19/2010,Regular Air,Washington,99336,0.05,39,0.52,-4.96,173.47,1.93,4.63
Rock Springs,Nicole Brennan,Consumer,A,4/26/2009,11712,Low,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,West,1617,4/28/2009,Regular Air,Wyoming,82901,0.06,9,0.56,0.370000000,38.96,0.94,4.28
Caldwell,Sue Ann Reed,Consumer,A,10/23/2010,16834,Low,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,West,2339,10/30/2010,Regular Air,Idaho,83605,0.07,23,0.38,33.26,158.78,2.17,7.04
Boise,Roger Demir,Consumer,A,11/20/2009,33189,Low,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,West,4661,11/24/2009,Regular Air,Idaho,83701,0.08,5,0.39,0.150000000,50.19,2.06,10.06
Lawndale,Barry Pond,Consumer,A,5/11/2010,58371,Medium,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,West,8167,5/13/2010,Regular Air,California,90260,0,5,0.35,416.0155,2168.05,19.99,420.98
Bremerton,Raymond Book,Consumer,A,6/3/2010,57125,Medium,Office Supplies,Small Box,Avery Round Ring Poly Binders,Binders and Binder Accessories,West,7991,6/5/2010,Regular Air,Washington,98310,0,19,0.36,-71.0355,61.02,5.44,2.84
Anaheim,Muhammed Lee,Consumer,A,6/22/2011,59812,Medium,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,West,8374,6/22/2011,Regular Air,California,92804,0,46,0.71,1646.43,9261.24,19.99,193.17
Davis,Patrick Bzostek,Consumer,A,9/14/2012,42054,Medium,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,West,5927,9/16/2012,Regular Air,California,95616,0.01,32,0.36,6.7405,94.55,1.49,2.88
Longview,Tonja Turnell,Consumer,A,11/13/2009,27463,Medium,Office Supplies,Small Box,Xerox 1949,Paper,West,3853,11/14/2009,Regular Air,Washington,98632,0.01,10,0.36,-20.57,54.52,4.72,4.98
Anaheim,Muhammed Lee,Consumer,A,1/16/2012,29090,Medium,Office Supplies,Small Box,Avery 491,Labels,West,4080,1/17/2012,Regular Air,California,92804,0.02,24,0.39,28.42,99.1,0.99,4.13
Lawndale,Barry Pond,Consumer,A,5/11/2010,58371,Medium,Office Supplies,Small Box,Xerox 1993,Paper,West,8168,5/12/2010,Regular Air,California,90260,0.02,44,0.36,-238.45,303.07,9.68,6.48
Bakersfield,Peter Buhler,Consumer,A,4/20/2012,45315,Medium,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,West,6379,4/21/2012,Regular Air,California,93309,0.02,32,0.57,175.32,1141.9,8.22,34.76
Anaheim,Muhammed Lee,Consumer,A,1/16/2012,29090,Medium,Office Supplies,Small Box,Sterilite Officeware Hinged File Box,Storage & Organization,West,4081,1/16/2012,Regular Air,California,92804,0.02,36,0.58,-108.2,380.34,6.91,10.48
Huntington Beach,Emily Phan,Consumer,A,4/11/2009,58279,Medium,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,West,8151,4/11/2009,Regular Air,California,92646,0.03,44,0.35,555.934,1317.34,2.99,30.56
Santa Rosa,Christy Brittain,Consumer,A,4/23/2009,44517,Medium,Office Supplies,Small Box,Xerox 1954,Paper,West,6289,4/24/2009,Regular Air,California,95404,0.03,5,0.4,-16.67,32.5,5.61,5.28
Bothell,Raymond Book,Consumer,A,9/7/2012,29536,Medium,Office Supplies,Small Box,Xerox 1880,Paper,West,4167,9/9/2012,Regular Air,Washington,98011,0.03,26,0.38,26.64,967.41,19.99,35.44
Rock Springs,Mick Brown,Consumer,A,8/9/2010,55558,Medium,Office Supplies,Small Box,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Envelopes,West,7766,8/11/2010,Regular Air,Wyoming,82901,0.04,23,0.38,22.25,392.57,8.13,17.07
El Mirage,Trudy Bell,Consumer,A,2/12/2009,52227,Medium,Office Supplies,Small Box,Xerox 217,Paper,West,7330,2/15/2009,Regular Air,Arizona,85335,0.05,37,0.37,-164.18,240.52,8.19,6.48
American Fork,Grace Kelly,Consumer,A,2/7/2010,34245,Medium,Office Supplies,Small Box,Xerox 1962,Paper,West,4819,2/8/2010,Regular Air,Utah,84003,0.05,42,0.4,-92.42,189.22,4.79,4.28
Boise,Roger Demir,Consumer,A,12/5/2010,7746,Medium,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,1050,12/7/2010,Regular Air,Idaho,83701,0.06,1,0.37,-27.07,28.96,8.68,19.98
Bremerton,Raymond Book,Consumer,A,5/23/2011,39937,Medium,Office Supplies,Small Box,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,West,5644,5/23/2011,Regular Air,Washington,98310,0.07,42,0.39,-0.4025,113.33,1.49,2.78
Bremerton,Raymond Book,Consumer,A,6/3/2010,57125,Medium,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,West,7992,6/5/2010,Regular Air,Washington,98310,0.08,31,0.38,373.524,878.77,1.49,28.53
Santa Rosa,Christy Brittain,Consumer,A,12/25/2011,36356,Medium,Office Supplies,Small Box,Avery 510,Labels,West,5102,12/27/2011,Regular Air,California,95404,0.08,33,0.37,47.98,117.77,0.5,3.75
West Jordan,Frank Merwin,Consumer,A,4/23/2009,50625,Medium,Office Supplies,Small Box,Avery 507,Labels,West,7092,4/24/2009,Regular Air,Utah,84084,0.08,10,0.39,7.13,29.12,0.5,2.88
Lawndale,Barry Pond,Consumer,A,6/22/2012,25986,Medium,Office Supplies,Small Box,Xerox 1899,Paper,West,3637,6/23/2012,Regular Air,California,90260,0.08,48,0.36,-71.45,278.07,4.96,5.78
Claremont,Maureen Gastineau,Consumer,A,3/4/2010,8101,Medium,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,West,1103,3/6/2010,Regular Air,California,91711,0.1,15,0.56,-9.320000000,485.16,8.99,34.58
Tooele,Frank Merwin,Consumer,A,3/24/2012,16390,Medium,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",West,2277,3/26/2012,Regular Air,Utah,84074,0.1,8,0.57,-12.61,86.38,3.37,10.98
Whittier,Chris McAfee,Consumer,A,1/17/2011,35780,Medium,Office Supplies,Wrap Bag,Newell 320,Pens & Art Supplies,West,5014,1/19/2011,Regular Air,California,90604,0.01,6,0.58,-4.5,28.55,1.6,4.28
Santa Monica,Christy Brittain,Consumer,A,7/9/2010,21539,Medium,Office Supplies,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,Paper,West,2981,7/10/2010,Regular Air,California,90405,0.04,18,0.39,40.11,388.13,8.32,21.98
Menlo Park,Paul Van Hugh,Consumer,A,3/4/2012,48322,Medium,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,West,6785,3/5/2012,Regular Air,California,94025,0.05,14,0.58,1.82,41.37,0.7,2.94
Lemon Grove,Barry Pond,Consumer,A,5/11/2010,58371,Medium,Office Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,West,8169,5/13/2010,Regular Air,California,91945,0.07,48,0.41,202.68,1661.8,13.89,36.55
Seattle,Brendan Sweed,Consumer,A,5/15/2009,8353,Medium,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,West,1147,5/17/2009,Regular Air,Washington,98115,0.08,16,0.58,-2.12,46.4,0.96,2.94
Bellevue,Raymond Book,Consumer,A,3/28/2012,10439,Not Specified,Office Supplies,Small Box,Flexible Leather- Look Classic Collection Ring Binder,Binders and Binder Accessories,West,1446,3/30/2012,Regular Air,Washington,98006,0,41,0.35,384.5145,823.13,1.49,18.94
Twin Falls,Tim Brockman,Consumer,A,12/5/2010,36997,Not Specified,Office Supplies,Small Box,Avery 494,Labels,West,5205,12/6/2010,Regular Air,Idaho,83301,0,39,0.39,39.91,104.33,0.5,2.61
Sacramento,Jay Fine,Consumer,A,2/1/2010,27524,Not Specified,Office Supplies,Small Box,Xerox 210,Paper,West,3858,2/3/2010,Regular Air,California,95823,0.02,50,0.37,-157.4,343.94,7.37,6.48
Seattle,Brendan Sweed,Consumer,A,12/20/2009,42852,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,West,6046,12/22/2009,Regular Air,Washington,98115,0.02,13,0.4,-63.51,129.9,9.86,9.06
Boise,Roger Demir,Consumer,A,4/17/2012,48742,Not Specified,Office Supplies,Small Box,Flexible Leather- Look Classic Collection Ring Binder,Binders and Binder Accessories,West,6843,4/19/2012,Regular Air,Idaho,83701,0.03,42,0.35,379.7375,825.63,1.49,18.94
Claremont,Maureen Gastineau,Consumer,A,6/29/2012,28387,Not Specified,Office Supplies,Small Box,Airmail Envelopes,Envelopes,West,3973,6/30/2012,Regular Air,California,91711,0.03,37,0.38,1125.42,3212.97,19.99,83.93
Covington,Sarah Brown,Consumer,A,11/29/2010,14789,Not Specified,Office Supplies,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,West,2068,11/30/2010,Regular Air,Washington,98042,0.03,19,0.35,-32.6,116.37,5.3,5.58
Lynnwood,Tonja Turnell,Consumer,A,7/10/2011,43298,Not Specified,Office Supplies,Small Box,Xerox 210,Paper,West,6112,7/12/2011,Regular Air,Washington,98037,0.03,15,0.37,-50.27,109.2,7.37,6.48
Hacienda Heights,Cyra Reiten,Consumer,A,8/3/2011,48512,Not Specified,Office Supplies,Small Box,Xerox 1949,Paper,West,6814,8/4/2011,Regular Air,California,91745,0.04,48,0.36,-83.78,238.79,4.72,4.98
Roswell,Pauline Webber,Consumer,A,9/19/2009,21831,Not Specified,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,West,3041,9/19/2009,Regular Air,New Mexico,88201,0.05,6,0.39,3.84,28.39,0.49,4.98
Twin Falls,Tim Brockman,Consumer,A,11/28/2009,15074,Not Specified,Office Supplies,Small Box,Xerox 1932,Paper,West,2106,11/29/2009,Regular Air,Idaho,83301,0.05,27,0.38,369.48,941.4,5.09,35.44
Claremont,Maureen Gastineau,Consumer,A,6/29/2012,28387,Not Specified,Office Supplies,Small Box,Xerox 1929,Paper,West,3974,6/30/2012,Regular Air,California,91711,0.06,13,0.39,60.36,292.95,5.47,22.84
American Fork,Grace Kelly,Consumer,A,11/16/2011,57121,Not Specified,Office Supplies,Small Box,Xerox 1949,Paper,West,7989,11/18/2011,Regular Air,Utah,84003,0.07,42,0.36,-84.26,199.24,4.72,4.98
Eureka,Thomas Thornton,Consumer,A,4/27/2010,28643,Not Specified,Office Supplies,Small Box,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders and Binder Accessories,West,4014,4/28/2010,Regular Air,California,95501,0.09,16,0.35,248.982,659.5,2.99,41.94
Roswell,Pauline Webber,Consumer,A,9/25/2012,21792,Not Specified,Office Supplies,Small Box,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,West,3029,9/27/2012,Regular Air,New Mexico,88201,0.09,26,0.38,19.363,362.76,6.46,14.48
Bellevue,Raymond Book,Consumer,A,3/28/2012,10439,Not Specified,Office Supplies,Small Box,Avery 498,Labels,West,1448,3/29/2012,Regular Air,Washington,98006,0.09,27,0.38,26.13,75.06,0.5,2.89
Santa Clara,Charles Crestani,Consumer,A,12/30/2010,19556,Not Specified,Office Supplies,Small Box,Xerox 1908,Paper,West,2704,1/10/2011,Regular Air,California,95051,0.09,22,0.36,469.69,1131.93,4.86,55.98
Peoria,Cindy Chapman,Consumer,A,7/7/2011,27558,Not Specified,Office Supplies,Small Box,Trimflex™ Flexible Post Binders,Binders and Binder Accessories,West,3865,7/8/2011,Regular Air,Arizona,85345,0.1,21,0.37,128.8345,423.24,2.99,21.38
Puyallup,Yoseph Carroll,Consumer,A,8/19/2012,32610,Not Specified,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",West,4578,8/20/2012,Regular Air,Washington,98373,0.04,47,0.58,-276.54,316.99,8.37,6.84
Louisville,Scott Cohen,Consumer,A,3/24/2012,9794,Not Specified,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",West,1340,3/25/2012,Regular Air,Colorado,80027,0.1,25,0.56,-45.65,135.23,3.6,5.68
Boise,Roger Demir,Consumer,A,9/12/2010,21862,Not Specified,Office Supplies,Wrap Bag,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Pens & Art Supplies,West,3049,9/13/2010,Regular Air,Idaho,83701,0,46,0.45,56.75,385.05,3.12,8.14
Escondido,Thomas Thornton,Consumer,A,3/15/2012,17571,Not Specified,Office Supplies,Wrap Bag,Staples Gold Paper Clips,Rubber Bands,West,2422,3/16/2012,Regular Air,California,92025,0.01,32,0.39,8.88,102.59,1.58,2.98
South Lake Tahoe,Harold Dahlen,Consumer,A,3/15/2010,36737,Not Specified,Office Supplies,Wrap Bag,Newell 351,Pens & Art Supplies,West,5160,3/16/2010,Regular Air,California,96150,0.04,10,0.56,-31.24,35.69,4.2,3.28
Modesto,Darrin Sayre,Consumer,A,12/18/2010,16995,Not Specified,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,West,2356,12/20/2010,Regular Air,California,95351,0.06,42,0.38,-1.46,48.41,0.7,1.14
Saratoga,Christy Brittain,Consumer,A,12/15/2010,59815,Not Specified,Office Supplies,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",Paper,West,8376,12/17/2010,Regular Air,California,95070,0.09,14,0.35,-1.06,51.56,1.93,3.71
Pacifica,Helen Andreada,Corporate,A,11/13/2010,19430,Critical,Office Supplies,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,West,2686,11/15/2010,Regular Air,California,94044,0.03,39,0.85,-502.05,6742.49,35,167.27
Kingman,Benjamin Patterson,Corporate,A,7/3/2010,23361,Critical,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,West,3264,7/4/2010,Regular Air,Arizona,86401,0.04,36,0.81,-921.68,2861.66,35,80.98
Lake Elsinore,Adam Hart,Corporate,A,7/2/2012,23297,Critical,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,West,3251,7/4/2012,Regular Air,California,92530,0.06,20,0.5,79.52,498.68,5.37,25.98
Lancaster,Adam Hart,Corporate,A,4/14/2012,43043,Critical,Office Supplies,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,West,6074,4/16/2012,Regular Air,California,93534,0.07,4,0.42,28.81,904.12,11.79,225.04
Laguna Niguel,Adam Hart,Corporate,A,1/13/2012,22914,Critical,Office Supplies,Medium Box,Harmony HEPA Quiet Air Purifiers,Appliances,West,3196,1/14/2012,Regular Air,California,92677,0.07,30,0.5,-71.05,336.65,6.96,11.7
Oakland,Berenike Kampe,Corporate,A,3/3/2012,51489,Critical,Office Supplies,Small Box,Xerox 1961,Paper,West,7215,3/5/2012,Regular Air,California,94601,0,5,0.38,-24.43,32.69,7.54,4.98
Thousand Oaks,Jeremy Pistek,Corporate,A,11/1/2010,26631,Critical,Office Supplies,Small Box,Xerox 1895,Paper,West,3727,11/1/2010,Regular Air,California,91360,0,37,0.4,-241.28,231.65,10.39,5.98
Bakersfield,Pete Kriz,Corporate,A,8/3/2010,27744,Critical,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders and Binder Accessories,West,3882,8/4/2010,Regular Air,California,93309,0.01,22,0.36,-76.6015,106.69,5.83,4.54
Encinitas,Shirley Jackson,Corporate,A,7/9/2009,28933,Critical,Office Supplies,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,West,4064,7/10/2009,Regular Air,California,92024,0.01,1,0.35,-7.25,11.16,5.3,5.58
San Francisco,Juliana Krohn,Corporate,A,9/26/2010,53381,Critical,Office Supplies,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,West,7477,9/27/2010,Regular Air,California,94110,0.01,26,0.36,37.9,287.43,4.8,10.98
Arvada,Duane Noonan,Corporate,A,10/6/2009,57511,Critical,Office Supplies,Small Box,Avery 498,Labels,West,8060,10/7/2009,Regular Air,Colorado,80004,0.01,32,0.38,41.54,98.46,0.5,2.89
Fairfield,Tony Molinari,Corporate,A,11/8/2009,46151,Critical,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,West,6486,11/10/2009,Regular Air,California,94533,0.02,23,0.38,-35.443,203.91,6.19,8.6
Manteca,Brian Stugart,Corporate,A,8/1/2009,14311,Critical,Office Supplies,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,West,2007,8/2/2009,Regular Air,California,95336,0.03,30,0.38,-55.9475,192.41,5.19,6.37
Camarillo,Victoria Pisteka,Corporate,A,4/9/2012,48293,Critical,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,West,6781,4/10/2012,Regular Air,California,93010,0.03,47,0.36,160.72,370.6,1.39,7.64
Oakland,Berenike Kampe,Corporate,A,8/14/2009,42343,Critical,Office Supplies,Small Box,Xerox 1893,Paper,West,5973,8/15/2009,Regular Air,California,94601,0.03,31,0.36,230.37,1311.68,17.48,40.99
Bozeman,Ken Dana,Corporate,A,9/29/2012,16518,Critical,Office Supplies,Small Box,Xerox 1887,Paper,West,2290,9/30/2012,Regular Air,Montana,59715,0.03,4,0.37,-6.57,80.29,5.21,18.97
Goleta,Damala Kotsonis,Corporate,A,10/15/2009,57248,Critical,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,West,8009,10/17/2009,Regular Air,California,93117,0.04,34,0.37,-84.4215,167.5,4.95,4.98
Pomona,Carlos Meador,Corporate,A,4/10/2011,13569,Critical,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,West,1888,4/11/2011,Regular Air,California,91767,0.05,16,0.36,1.071,47.45,1.49,2.88
Roswell,Cari MacIntyre,Corporate,A,12/4/2012,59329,Critical,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,West,8307,12/5/2012,Regular Air,New Mexico,88201,0.05,41,0.38,-66.06,214.19,4.7,4.98
Gresham,Adam Shillingsburg,Corporate,A,8/16/2009,46469,Critical,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,West,6532,8/18/2009,Regular Air,Oregon,97030,0.05,18,0.38,-35.36,93.26,4.7,4.98
Spokane,Christine Abelman,Corporate,A,2/7/2010,36292,Critical,Office Supplies,Small Box,Xerox 1961,Paper,West,5089,2/8/2010,Regular Air,Washington,99207,0.05,21,0.38,-98.17,109.87,7.54,4.98
Lake Elsinore,Adam Hart,Corporate,A,7/2/2012,23297,Critical,Office Supplies,Small Box,"Dual Level, Single-Width Filing Carts",Storage & Organization,West,3252,7/4/2012,Regular Air,California,92530,0.05,34,0.59,1547.78,5208.78,7.07,155.06
Bullhead City,Quincy Jones,Corporate,A,5/22/2009,25509,Critical,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,West,3580,5/24/2009,Regular Air,Arizona,86442,0.06,43,0.37,-103.224,212.28,4.95,4.98
Oregon City,Becky Pak,Corporate,A,8/9/2011,24583,Critical,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,West,3449,8/12/2011,Regular Air,Oregon,97045,0.06,17,0.37,-85.2725,42.29,6.05,2.16
Chico,Luke Foster,Corporate,A,6/5/2010,31590,Critical,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,West,4434,6/7/2010,Regular Air,California,95928,0.06,27,0.78,61.13,2854.76,8.64,111.03
Paradise,Kean Thornton,Corporate,A,12/19/2012,28224,Critical,Office Supplies,Small Box,Avery Hole Reinforcements,Binders and Binder Accessories,West,3954,12/20/2012,Regular Air,California,95969,0.07,25,0.36,-91.2755,163.41,6.97,6.23
San Carlos,Julia Barnett,Corporate,A,9/29/2010,10563,Critical,Office Supplies,Small Box,Hoover Upright Vacuum With Dirt Cup,Appliances,West,1465,9/30/2010,Regular Air,California,94070,0.08,38,0.56,2723.31,10223.19,19.99,289.53
Roswell,Cari MacIntyre,Corporate,A,12/4/2012,59329,Critical,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,West,8304,12/6/2012,Regular Air,New Mexico,88201,0.08,35,0.36,-135.5965,128.12,5.44,3.81
Burien,Roy Phan,Corporate,A,8/17/2011,17253,Critical,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,West,2380,8/19/2011,Regular Air,Washington,98146,0.08,13,0.38,-64.3885,50.19,6.83,3.52
Ogden,Brian DeCherney,Corporate,A,5/21/2012,30343,Critical,Office Supplies,Small Box,Avery 478,Labels,West,4263,5/23/2012,Regular Air,Utah,84404,0.08,28,0.36,56.97,130.28,0.5,4.91
San Carlos,Julia Barnett,Corporate,A,9/29/2010,10563,Critical,Office Supplies,Small Box,Xerox 207,Paper,West,1466,10/1/2010,Regular Air,California,94070,0.08,50,0.37,-90.42,312.42,5.4,6.48
Lehi,Ann Steele,Corporate,A,12/9/2012,32449,Critical,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,West,4558,12/10/2012,Regular Air,Utah,84043,0.08,39,0.37,-276.88,277.58,11.15,7.28
Spokane,Christine Abelman,Corporate,A,2/7/2010,36292,Critical,Office Supplies,Small Box,Xerox 1982,Paper,West,5090,2/7/2010,Regular Air,Washington,99207,0.09,37,0.39,-182.8,816.65,16.87,22.84
Pahrump,Chuck Clark,Corporate,A,1/3/2012,35811,Critical,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,West,5017,1/4/2012,Regular Air,Nevada,89041,0.1,49,0.38,352.41,741.57,1.39,15.57
North Las Vegas,Chuck Clark,Corporate,A,9/10/2012,7552,Critical,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,West,1033,9/12/2012,Regular Air,Nevada,89031,0.02,47,0.55,332.52,1406.49,6.17,28.15
